F_1,F_3,F_5,F_7,F_6,F_8,Labels
0.0,0.0,-21.0,48.0,48.0,0.0,1.0
0.0,0.0,0.0,50.0,50.0,0.0,1.0
-2.0,0.0,0.0,33.0,33.0,0.0,1.0
0.0,0.0,-15.0,85.0,85.0,0.0,1.0
0.0,-1.0,-23.0,39.0,39.0,-1.0,4.0
-1.0,0.0,0.0,34.0,34.0,0.0,5.0
-1.0,-10.0,-25.0,75.0,75.0,-10.0,1.0
0.0,0.0,20.0,37.0,37.0,0.0,1.0
0.0,-6.0,0.0,26.0,26.0,-6.0,1.0
0.0,-12.0,0.0,77.0,77.0,-12.0,1.0
0.0,-2.0,0.0,46.0,46.0,-2.0,1.0
0.0,0.0,-9.0,27.0,27.0,0.0,1.0
0.0,2.0,-5.0,70.0,70.0,2.0,1.0
0.0,0.0,-7.0,28.0,28.0,0.0,1.0
0.0,-2.0,0.0,36.0,36.0,-2.0,1.0
0.0,2.0,-10.0,50.0,50.0,2.0,1.0
1.0,0.0,3.0,36.0,36.0,0.0,1.0
0.0,5.0,-19.0,55.0,55.0,5.0,1.0
0.0,0.0,-30.0,49.0,49.0,0.0,1.0
-1.0,0.0,-1.0,43.0,43.0,0.0,4.0
1.0,0.0,27.0,24.0,24.0,0.0,1.0
0.0,-2.0,0.0,34.0,34.0,-2.0,1.0
0.0,4.0,0.0,54.0,54.0,4.0,1.0
0.0,0.0,-27.0,41.0,41.0,0.0,4.0
-5.0,0.0,0.0,60.0,60.0,0.0,1.0
0.0,-1.0,-2.0,43.0,43.0,-1.0,1.0
-5.0,0.0,-14.0,34.0,34.0,0.0,1.0
0.0,0.0,18.0,34.0,34.0,0.0,1.0
0.0,0.0,-14.0,89.0,89.0,0.0,1.0
-1.0,0.0,0.0,39.0,39.0,0.0,1.0
0.0,0.0,3.0,48.0,48.0,0.0,1.0
0.0,3.0,0.0,128.0,128.0,3.0,5.0
3.0,-1.0,0.0,36.0,36.0,-1.0,1.0
-3.0,-1.0,8.0,42.0,42.0,-1.0,1.0
1.0,-3.0,0.0,32.0,32.0,-3.0,1.0
-2.0,0.0,-13.0,38.0,38.0,0.0,1.0
3.0,0.0,23.0,33.0,33.0,0.0,1.0
-1.0,0.0,12.0,37.0,37.0,0.0,1.0
1.0,0.0,-5.0,44.0,44.0,0.0,4.0
-3.0,0.0,0.0,63.0,63.0,0.0,4.0
0.0,0.0,-6.0,91.0,91.0,0.0,1.0
-2.0,0.0,0.0,39.0,39.0,0.0,1.0
-1.0,0.0,0.0,57.0,57.0,0.0,1.0
0.0,0.0,-24.0,39.0,39.0,0.0,5.0
0.0,1.0,-4.0,63.0,63.0,1.0,1.0
1.0,0.0,6.0,24.0,24.0,0.0,1.0
0.0,-7.0,0.0,52.0,52.0,-7.0,1.0
0.0,0.0,-4.0,51.0,51.0,0.0,5.0
0.0,1.0,-13.0,112.0,112.0,1.0,1.0
0.0,8.0,1.0,30.0,30.0,8.0,1.0
-2.0,-1.0,0.0,39.0,39.0,-1.0,1.0
-1.0,3.0,0.0,41.0,41.0,3.0,1.0
-3.0,0.0,0.0,32.0,32.0,0.0,1.0
-6.0,-10.0,2.0,116.0,116.0,-10.0,1.0
-1.0,0.0,-9.0,38.0,38.0,0.0,1.0
2.0,1.0,-14.0,119.0,119.0,1.0,4.0
0.0,-4.0,0.0,38.0,38.0,-4.0,1.0
0.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,30.0,46.0,46.0,0.0,1.0
2.0,0.0,25.0,32.0,32.0,0.0,1.0
0.0,0.0,-6.0,68.0,68.0,0.0,1.0
-4.0,0.0,0.0,31.0,31.0,0.0,4.0
0.0,0.0,-30.0,72.0,72.0,0.0,1.0
-2.0,0.0,0.0,32.0,32.0,0.0,1.0
0.0,0.0,15.0,83.0,83.0,0.0,1.0
0.0,3.0,-6.0,44.0,44.0,3.0,1.0
-1.0,0.0,4.0,41.0,41.0,0.0,1.0
0.0,0.0,-15.0,45.0,45.0,0.0,1.0
0.0,2.0,3.0,110.0,110.0,2.0,5.0
0.0,5.0,0.0,25.0,25.0,5.0,4.0
0.0,0.0,-10.0,49.0,49.0,0.0,1.0
1.0,0.0,-21.0,41.0,41.0,0.0,5.0
0.0,0.0,17.0,30.0,30.0,0.0,1.0
0.0,0.0,23.0,40.0,40.0,0.0,1.0
0.0,-2.0,3.0,27.0,27.0,-2.0,1.0
4.0,-7.0,0.0,120.0,120.0,-7.0,1.0
0.0,4.0,-3.0,49.0,49.0,4.0,1.0
0.0,0.0,-11.0,62.0,62.0,0.0,1.0
-1.0,-6.0,0.0,72.0,72.0,-6.0,1.0
0.0,0.0,15.0,32.0,32.0,0.0,4.0
1.0,0.0,0.0,46.0,46.0,0.0,1.0
1.0,0.0,19.0,32.0,32.0,0.0,1.0
-5.0,0.0,-24.0,25.0,25.0,0.0,1.0
-1.0,-3.0,-5.0,39.0,39.0,-3.0,1.0
3.0,0.0,0.0,39.0,39.0,0.0,1.0
5.0,0.0,0.0,64.0,64.0,0.0,1.0
0.0,-3.0,-4.0,38.0,38.0,-3.0,4.0
0.0,0.0,-19.0,45.0,45.0,0.0,1.0
-1.0,-3.0,-10.0,75.0,75.0,-3.0,5.0
3.0,0.0,-15.0,55.0,55.0,0.0,1.0
-3.0,0.0,0.0,57.0,57.0,0.0,4.0
0.0,0.0,9.0,70.0,70.0,0.0,4.0
0.0,0.0,-9.0,86.0,86.0,0.0,1.0
0.0,0.0,12.0,88.0,88.0,0.0,4.0
-1.0,-4.0,-12.0,41.0,41.0,-4.0,1.0
0.0,0.0,-5.0,92.0,92.0,0.0,1.0
0.0,0.0,14.0,46.0,46.0,0.0,1.0
0.0,0.0,-23.0,39.0,39.0,0.0,4.0
-1.0,-2.0,0.0,49.0,49.0,-2.0,1.0
0.0,0.0,2.0,86.0,86.0,0.0,5.0
0.0,0.0,13.0,35.0,35.0,0.0,1.0
4.0,3.0,-15.0,126.0,126.0,3.0,5.0
1.0,0.0,31.0,34.0,34.0,0.0,1.0
0.0,0.0,-5.0,87.0,87.0,0.0,1.0
0.0,0.0,12.0,34.0,34.0,0.0,4.0
3.0,0.0,0.0,34.0,34.0,0.0,4.0
0.0,1.0,1.0,45.0,45.0,1.0,1.0
0.0,0.0,29.0,30.0,30.0,0.0,1.0
0.0,0.0,-23.0,90.0,90.0,0.0,4.0
0.0,0.0,-24.0,37.0,37.0,0.0,1.0
0.0,2.0,0.0,49.0,49.0,2.0,1.0
0.0,8.0,0.0,57.0,57.0,8.0,5.0
3.0,1.0,0.0,32.0,32.0,1.0,1.0
1.0,0.0,11.0,28.0,28.0,0.0,1.0
0.0,0.0,13.0,30.0,30.0,0.0,1.0
-1.0,0.0,10.0,39.0,39.0,0.0,1.0
0.0,0.0,-28.0,27.0,27.0,0.0,4.0
-5.0,0.0,-12.0,32.0,32.0,0.0,1.0
3.0,8.0,30.0,27.0,27.0,8.0,1.0
-977.0,-2.0,21.0,46.0,46.0,-2.0,1.0
2.0,0.0,0.0,101.0,101.0,0.0,1.0
0.0,1.0,0.0,46.0,46.0,1.0,1.0
0.0,-3.0,0.0,48.0,48.0,-3.0,1.0
-4.0,2.0,0.0,38.0,38.0,2.0,1.0
0.0,0.0,-8.0,82.0,82.0,0.0,5.0
2.0,2.0,9.0,41.0,41.0,2.0,1.0
0.0,-1.0,0.0,41.0,41.0,-1.0,1.0
-1.0,-3.0,22.0,88.0,88.0,-3.0,1.0
0.0,-4.0,0.0,42.0,42.0,-4.0,1.0
0.0,0.0,27.0,53.0,53.0,0.0,1.0
-1.0,0.0,-6.0,48.0,48.0,0.0,1.0
0.0,-7.0,0.0,30.0,30.0,-7.0,1.0
0.0,2.0,0.0,37.0,37.0,2.0,4.0
0.0,-2.0,0.0,33.0,33.0,-2.0,1.0
0.0,0.0,-4.0,41.0,41.0,0.0,1.0
2.0,0.0,0.0,29.0,29.0,0.0,1.0
0.0,-2.0,-13.0,43.0,43.0,-2.0,1.0
4.0,2.0,0.0,34.0,34.0,2.0,1.0
-1.0,0.0,-13.0,37.0,37.0,0.0,1.0
0.0,0.0,9.0,35.0,35.0,0.0,4.0
0.0,0.0,-9.0,37.0,37.0,0.0,1.0
1.0,0.0,0.0,41.0,41.0,0.0,5.0
0.0,0.0,5.0,43.0,43.0,0.0,1.0
0.0,0.0,-17.0,45.0,45.0,0.0,1.0
0.0,0.0,-11.0,43.0,43.0,0.0,1.0
-4.0,0.0,-1.0,26.0,26.0,0.0,4.0
0.0,0.0,-8.0,88.0,0.0,0.0,1.0
0.0,0.0,-20.0,82.0,82.0,0.0,1.0
0.0,4.0,0.0,41.0,41.0,4.0,1.0
1.0,-6.0,-4.0,41.0,41.0,-6.0,1.0
0.0,5.0,-17.0,45.0,45.0,5.0,1.0
1.0,2.0,0.0,48.0,48.0,2.0,1.0
0.0,1.0,0.0,48.0,48.0,1.0,1.0
0.0,0.0,8.0,65.0,65.0,0.0,1.0
4.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,0.0,-6.0,88.0,88.0,0.0,1.0
3.0,0.0,15.0,67.0,67.0,0.0,1.0
4.0,0.0,10.0,39.0,39.0,0.0,5.0
0.0,-2.0,-4.0,37.0,37.0,-2.0,1.0
-1.0,5.0,0.0,42.0,42.0,5.0,1.0
0.0,0.0,-10.0,35.0,35.0,0.0,1.0
-5.0,0.0,-9.0,37.0,37.0,0.0,1.0
-5.0,0.0,0.0,67.0,67.0,0.0,1.0
-1.0,0.0,-27.0,42.0,42.0,0.0,1.0
3.0,0.0,13.0,50.0,50.0,0.0,1.0
0.0,0.0,-14.0,42.0,42.0,0.0,5.0
0.0,0.0,-27.0,69.0,69.0,0.0,1.0
0.0,7.0,-5.0,97.0,97.0,7.0,1.0
0.0,-3.0,1.0,34.0,34.0,-3.0,1.0
-1.0,-5.0,-5.0,40.0,40.0,-5.0,1.0
0.0,1.0,21.0,55.0,55.0,1.0,4.0
0.0,-14.0,0.0,77.0,77.0,-14.0,1.0
0.0,-4.0,14.0,50.0,50.0,-4.0,1.0
0.0,0.0,12.0,41.0,41.0,0.0,1.0
0.0,0.0,1.0,68.0,68.0,0.0,1.0
4.0,0.0,25.0,26.0,26.0,0.0,5.0
0.0,-2.0,-10.0,75.0,75.0,-2.0,1.0
1.0,0.0,19.0,26.0,26.0,0.0,1.0
0.0,0.0,25.0,100.0,100.0,0.0,4.0
-3.0,0.0,-5.0,28.0,28.0,0.0,1.0
0.0,0.0,-30.0,82.0,82.0,0.0,1.0
-1.0,5.0,0.0,57.0,57.0,5.0,1.0
0.0,0.0,-5.0,55.0,55.0,0.0,1.0
1.0,0.0,5.0,24.0,24.0,0.0,1.0
-1.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,0.0,23.0,37.0,37.0,0.0,1.0
0.0,0.0,-27.0,37.0,37.0,0.0,1.0
0.0,0.0,14.0,43.0,43.0,0.0,5.0
0.0,0.0,-1.0,65.0,65.0,0.0,1.0
0.0,2.0,26.0,53.0,53.0,2.0,1.0
0.0,0.0,15.0,72.0,72.0,0.0,1.0
6.0,4.0,-6.0,120.0,120.0,4.0,1.0
0.0,-1.0,10.0,128.0,128.0,-1.0,4.0
3.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,1.0,69.0,69.0,0.0,1.0
0.0,0.0,-20.0,59.0,59.0,0.0,3.0
0.0,0.0,9.0,46.0,46.0,0.0,5.0
4.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,-6.0,0.0,55.0,55.0,-6.0,5.0
0.0,0.0,16.0,43.0,43.0,0.0,1.0
0.0,-2.0,0.0,68.0,68.0,-2.0,1.0
0.0,0.0,6.0,55.0,55.0,0.0,1.0
0.0,0.0,40.0,69.0,69.0,0.0,1.0
0.0,0.0,-10.0,66.0,66.0,0.0,4.0
0.0,0.0,5.0,61.0,61.0,0.0,1.0
0.0,0.0,-30.0,70.0,70.0,0.0,1.0
0.0,1.0,-10.0,35.0,35.0,1.0,1.0
2.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,18.0,43.0,43.0,0.0,1.0
0.0,0.0,6.0,123.0,123.0,0.0,1.0
5.0,0.0,12.0,35.0,35.0,0.0,5.0
3.0,4.0,0.0,68.0,68.0,4.0,1.0
0.0,-4.0,-4.0,44.0,44.0,-4.0,1.0
5.0,0.0,0.0,39.0,39.0,0.0,1.0
0.0,0.0,-4.0,51.0,51.0,0.0,1.0
1.0,-2.0,0.0,85.0,85.0,-2.0,5.0
-1.0,0.0,-30.0,40.0,40.0,0.0,1.0
-1.0,2.0,0.0,49.0,49.0,2.0,1.0
2.0,0.0,-17.0,44.0,44.0,0.0,1.0
-2.0,0.0,3.0,38.0,38.0,0.0,1.0
-2.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,-12.0,46.0,46.0,0.0,1.0
0.0,0.0,-21.0,46.0,46.0,0.0,1.0
5.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,25.0,40.0,40.0,0.0,1.0
0.0,3.0,17.0,40.0,40.0,3.0,1.0
0.0,0.0,-20.0,103.0,103.0,0.0,1.0
0.0,-7.0,0.0,34.0,34.0,-7.0,1.0
0.0,0.0,-2.0,80.0,80.0,0.0,4.0
-1.0,0.0,1.0,42.0,42.0,0.0,1.0
5.0,0.0,5.0,33.0,33.0,0.0,1.0
0.0,0.0,4.0,41.0,41.0,0.0,1.0
0.0,0.0,0.0,125.0,125.0,0.0,1.0
3.0,0.0,0.0,43.0,43.0,0.0,1.0
-3.0,0.0,3.0,38.0,38.0,0.0,1.0
0.0,-4.0,0.0,72.0,72.0,-4.0,1.0
5.0,0.0,7.0,41.0,41.0,0.0,1.0
4.0,0.0,4.0,45.0,45.0,0.0,1.0
0.0,1.0,0.0,38.0,38.0,1.0,1.0
0.0,0.0,14.0,75.0,75.0,0.0,1.0
-1.0,0.0,3.0,51.0,51.0,0.0,1.0
0.0,0.0,-16.0,105.0,105.0,0.0,1.0
0.0,0.0,0.0,33.0,33.0,0.0,1.0
5.0,-5.0,0.0,22.0,22.0,-5.0,1.0
0.0,0.0,7.0,48.0,48.0,0.0,1.0
0.0,0.0,-29.0,46.0,46.0,0.0,4.0
0.0,0.0,8.0,38.0,38.0,0.0,1.0
0.0,1.0,0.0,66.0,66.0,1.0,1.0
4.0,0.0,0.0,30.0,30.0,0.0,1.0
1.0,0.0,-2.0,42.0,42.0,0.0,4.0
0.0,0.0,-17.0,86.0,86.0,0.0,1.0
0.0,0.0,8.0,71.0,71.0,0.0,1.0
0.0,0.0,31.0,27.0,27.0,0.0,1.0
0.0,0.0,-19.0,34.0,34.0,0.0,1.0
0.0,0.0,-24.0,83.0,83.0,0.0,4.0
0.0,0.0,26.0,26.0,26.0,0.0,1.0
0.0,0.0,-3.0,26.0,26.0,0.0,1.0
0.0,0.0,-27.0,41.0,41.0,0.0,1.0
0.0,0.0,-11.0,58.0,58.0,0.0,1.0
-1.0,8.0,0.0,32.0,32.0,8.0,1.0
0.0,0.0,5.0,114.0,114.0,0.0,1.0
0.0,4.0,18.0,32.0,32.0,4.0,1.0
0.0,2.0,0.0,52.0,52.0,2.0,1.0
0.0,-2.0,5.0,94.0,94.0,-2.0,1.0
0.0,8.0,4.0,32.0,32.0,8.0,1.0
-2.0,0.0,0.0,64.0,64.0,0.0,4.0
0.0,0.0,-13.0,34.0,34.0,0.0,5.0
0.0,0.0,-13.0,47.0,47.0,0.0,1.0
0.0,2.0,-12.0,39.0,39.0,2.0,1.0
0.0,0.0,18.0,47.0,47.0,0.0,1.0
3.0,0.0,0.0,33.0,33.0,0.0,4.0
0.0,4.0,0.0,55.0,55.0,4.0,4.0
-2.0,0.0,0.0,36.0,36.0,0.0,4.0
0.0,-3.0,-12.0,94.0,94.0,-3.0,1.0
-4.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,-21.0,35.0,35.0,0.0,1.0
0.0,0.0,-4.0,66.0,66.0,0.0,1.0
0.0,-3.0,0.0,44.0,44.0,-3.0,1.0
0.0,1.0,-15.0,35.0,35.0,1.0,1.0
0.0,0.0,-29.0,55.0,55.0,0.0,1.0
0.0,0.0,15.0,29.0,29.0,0.0,1.0
0.0,-2.0,0.0,44.0,44.0,-2.0,4.0
0.0,0.0,-21.0,35.0,35.0,0.0,1.0
1.0,0.0,31.0,34.0,34.0,0.0,1.0
4.0,4.0,0.0,36.0,36.0,4.0,4.0
-1.0,0.0,5.0,44.0,44.0,0.0,1.0
0.0,-2.0,-22.0,54.0,54.0,-2.0,1.0
0.0,0.0,28.0,60.0,60.0,0.0,1.0
0.0,0.0,0.0,28.0,28.0,0.0,1.0
0.0,4.0,17.0,42.0,42.0,4.0,4.0
1.0,0.0,0.0,72.0,72.0,0.0,1.0
0.0,0.0,4.0,71.0,71.0,0.0,1.0
0.0,0.0,2.0,57.0,57.0,0.0,1.0
0.0,0.0,-19.0,91.0,91.0,0.0,1.0
0.0,0.0,-4.0,46.0,46.0,0.0,1.0
0.0,1.0,23.0,51.0,51.0,1.0,1.0
3.0,4.0,0.0,35.0,35.0,4.0,1.0
4.0,0.0,0.0,32.0,32.0,0.0,4.0
0.0,0.0,21.0,45.0,45.0,0.0,1.0
0.0,1.0,-14.0,42.0,42.0,1.0,1.0
0.0,-3.0,-3.0,38.0,38.0,-3.0,4.0
0.0,0.0,29.0,40.0,40.0,0.0,1.0
-1.0,0.0,0.0,41.0,41.0,0.0,4.0
0.0,0.0,-13.0,35.0,35.0,0.0,1.0
0.0,0.0,-9.0,52.0,52.0,0.0,1.0
0.0,0.0,4.0,61.0,61.0,0.0,1.0
0.0,-194.0,0.0,52.0,52.0,-194.0,1.0
0.0,0.0,17.0,77.0,77.0,0.0,1.0
0.0,0.0,7.0,97.0,97.0,0.0,1.0
-2.0,0.0,-9.0,37.0,37.0,0.0,5.0
0.0,0.0,-4.0,50.0,50.0,0.0,1.0
-1.0,0.0,8.0,37.0,37.0,0.0,1.0
0.0,0.0,-7.0,45.0,45.0,0.0,1.0
-3.0,0.0,-30.0,27.0,27.0,0.0,1.0
0.0,-6.0,2.0,40.0,40.0,-6.0,1.0
2.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,-12.0,34.0,34.0,0.0,1.0
0.0,0.0,1.0,97.0,97.0,0.0,5.0
0.0,0.0,0.0,46.0,46.0,0.0,1.0
3.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,-17.0,62.0,62.0,0.0,4.0
1.0,-6.0,0.0,28.0,28.0,-6.0,1.0
-6.0,0.0,13.0,78.0,0.0,0.0,5.0
0.0,0.0,0.0,26.0,26.0,0.0,1.0
-5.0,0.0,-29.0,41.0,41.0,0.0,1.0
0.0,0.0,3.0,62.0,62.0,0.0,4.0
0.0,-1.0,28.0,56.0,56.0,-1.0,1.0
0.0,0.0,-8.0,81.0,81.0,0.0,1.0
2.0,0.0,3.0,50.0,50.0,0.0,1.0
-1.0,0.0,12.0,34.0,34.0,0.0,1.0
0.0,-7.0,0.0,74.0,74.0,-7.0,4.0
0.0,8.0,0.0,47.0,47.0,8.0,1.0
1.0,-3.0,39.0,92.0,92.0,-3.0,4.0
-2.0,0.0,-1.0,35.0,35.0,0.0,5.0
0.0,-2.0,0.0,82.0,82.0,-2.0,4.0
0.0,0.0,16.0,35.0,35.0,0.0,1.0
0.0,-1.0,0.0,48.0,48.0,-1.0,1.0
0.0,0.0,-22.0,57.0,57.0,0.0,4.0
0.0,0.0,28.0,62.0,62.0,0.0,1.0
0.0,0.0,5.0,34.0,34.0,0.0,1.0
0.0,0.0,10.0,63.0,63.0,0.0,4.0
0.0,0.0,11.0,54.0,54.0,0.0,4.0
3.0,0.0,6.0,50.0,50.0,0.0,1.0
0.0,0.0,17.0,37.0,37.0,0.0,5.0
0.0,0.0,0.0,103.0,103.0,0.0,1.0
0.0,-1.0,-26.0,50.0,50.0,-1.0,1.0
2.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,0.0,17.0,37.0,37.0,0.0,5.0
0.0,7.0,0.0,29.0,29.0,7.0,1.0
2.0,8.0,0.0,36.0,36.0,8.0,1.0
2.0,2.0,0.0,36.0,36.0,2.0,4.0
0.0,30.0,1.0,99.0,99.0,30.0,1.0
0.0,-1.0,2.0,39.0,39.0,-1.0,1.0
0.0,-5.0,22.0,41.0,41.0,-5.0,1.0
5.0,0.0,-1.0,54.0,54.0,0.0,5.0
0.0,0.0,19.0,84.0,84.0,0.0,1.0
1.0,0.0,12.0,33.0,33.0,0.0,4.0
1.0,0.0,9.0,39.0,39.0,0.0,1.0
1.0,0.0,-12.0,88.0,88.0,0.0,1.0
0.0,0.0,-24.0,50.0,50.0,0.0,1.0
0.0,0.0,7.0,41.0,41.0,0.0,1.0
4.0,0.0,0.0,44.0,44.0,0.0,1.0
-1.0,0.0,1.0,47.0,47.0,0.0,1.0
1.0,0.0,0.0,32.0,32.0,0.0,4.0
0.0,-1.0,0.0,43.0,43.0,-1.0,1.0
0.0,0.0,-6.0,45.0,45.0,0.0,1.0
-2.0,0.0,27.0,39.0,39.0,0.0,1.0
0.0,-3.0,0.0,38.0,38.0,-3.0,1.0
2.0,-6.0,0.0,37.0,37.0,-6.0,5.0
0.0,0.0,5.0,24.0,24.0,0.0,4.0
-1.0,-3.0,15.0,98.0,98.0,-3.0,1.0
0.0,-6.0,0.0,51.0,51.0,-6.0,1.0
-4.0,0.0,-4.0,38.0,38.0,0.0,4.0
0.0,0.0,18.0,32.0,32.0,0.0,1.0
2.0,0.0,0.0,44.0,44.0,0.0,1.0
1.0,0.0,6.0,34.0,34.0,0.0,1.0
-3.0,0.0,0.0,30.0,30.0,0.0,1.0
2.0,0.0,0.0,67.0,67.0,0.0,4.0
4.0,0.0,-18.0,84.0,84.0,0.0,1.0
1.0,7.0,0.0,28.0,28.0,7.0,5.0
3.0,0.0,5.0,55.0,55.0,0.0,1.0
0.0,2.0,0.0,67.0,67.0,2.0,1.0
0.0,0.0,16.0,25.0,25.0,0.0,1.0
-4.0,0.0,0.0,58.0,58.0,0.0,1.0
0.0,-1.0,0.0,46.0,46.0,-1.0,4.0
0.0,7.0,0.0,28.0,28.0,7.0,1.0
-3.0,0.0,0.0,69.0,69.0,0.0,1.0
-1.0,-1.0,-3.0,55.0,55.0,-1.0,1.0
0.0,0.0,-16.0,46.0,46.0,0.0,1.0
0.0,-4.0,0.0,35.0,35.0,-4.0,1.0
0.0,0.0,-9.0,64.0,64.0,0.0,3.0
0.0,0.0,1.0,55.0,55.0,0.0,1.0
0.0,0.0,-29.0,86.0,86.0,0.0,1.0
0.0,0.0,1.0,41.0,41.0,0.0,4.0
0.0,0.0,7.0,41.0,41.0,0.0,1.0
4.0,0.0,-15.0,54.0,54.0,0.0,1.0
-3.0,3.0,0.0,29.0,29.0,3.0,1.0
-2.0,3.0,5.0,46.0,46.0,3.0,1.0
0.0,0.0,6.0,45.0,45.0,0.0,1.0
3.0,0.0,2.0,34.0,34.0,0.0,1.0
0.0,0.0,15.0,49.0,49.0,0.0,5.0
-4.0,0.0,9.0,38.0,38.0,0.0,1.0
0.0,-1.0,-6.0,46.0,46.0,-1.0,1.0
0.0,0.0,-25.0,37.0,37.0,0.0,1.0
-3.0,0.0,0.0,49.0,49.0,0.0,1.0
2.0,0.0,11.0,31.0,31.0,0.0,1.0
-1.0,0.0,-10.0,38.0,38.0,0.0,1.0
1.0,2.0,0.0,32.0,32.0,2.0,5.0
0.0,-7.0,0.0,40.0,40.0,-7.0,1.0
0.0,0.0,11.0,58.0,58.0,0.0,1.0
1.0,0.0,0.0,30.0,30.0,0.0,1.0
1.0,0.0,13.0,42.0,42.0,0.0,1.0
0.0,0.0,20.0,69.0,69.0,0.0,1.0
0.0,0.0,10.0,80.0,80.0,0.0,1.0
0.0,0.0,-30.0,80.0,80.0,0.0,1.0
2.0,0.0,31.0,55.0,55.0,0.0,1.0
0.0,-3.0,10.0,35.0,35.0,-3.0,1.0
1.0,0.0,3.0,43.0,43.0,0.0,1.0
0.0,0.0,-17.0,55.0,55.0,0.0,1.0
0.0,0.0,31.0,78.0,78.0,0.0,1.0
0.0,4.0,0.0,39.0,39.0,4.0,1.0
0.0,0.0,21.0,57.0,57.0,0.0,1.0
0.0,0.0,0.0,64.0,64.0,0.0,1.0
-3.0,0.0,-19.0,37.0,37.0,0.0,1.0
0.0,0.0,-3.0,63.0,63.0,0.0,1.0
2.0,0.0,0.0,46.0,46.0,0.0,1.0
0.0,0.0,-25.0,60.0,60.0,0.0,4.0
0.0,-2.0,0.0,67.0,67.0,-2.0,1.0
0.0,4.0,0.0,97.0,97.0,4.0,4.0
0.0,0.0,-13.0,42.0,42.0,0.0,1.0
0.0,0.0,3.0,51.0,51.0,0.0,1.0
0.0,0.0,25.0,103.0,103.0,0.0,1.0
0.0,0.0,-29.0,43.0,43.0,0.0,1.0
0.0,1.0,0.0,94.0,94.0,1.0,1.0
0.0,8.0,0.0,41.0,41.0,8.0,4.0
0.0,0.0,-8.0,48.0,48.0,0.0,1.0
0.0,-3.0,14.0,21.0,21.0,-3.0,1.0
1.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,-2.0,1.0,39.0,39.0,-2.0,1.0
0.0,0.0,-5.0,80.0,80.0,0.0,4.0
0.0,0.0,-14.0,41.0,41.0,0.0,1.0
-1.0,0.0,-15.0,41.0,41.0,0.0,1.0
-4.0,-3.0,0.0,49.0,49.0,-3.0,5.0
0.0,-4.0,0.0,85.0,85.0,-4.0,1.0
0.0,-2.0,10.0,75.0,75.0,-2.0,1.0
-6.0,0.0,0.0,34.0,34.0,0.0,4.0
0.0,0.0,12.0,84.0,84.0,0.0,1.0
3.0,2.0,18.0,123.0,123.0,2.0,1.0
0.0,6.0,0.0,35.0,35.0,6.0,1.0
0.0,0.0,6.0,39.0,39.0,0.0,1.0
1.0,0.0,11.0,36.0,36.0,0.0,1.0
0.0,0.0,-2.0,83.0,83.0,0.0,1.0
0.0,6.0,-30.0,72.0,72.0,6.0,1.0
0.0,0.0,-20.0,50.0,50.0,0.0,1.0
0.0,-3.0,11.0,37.0,37.0,-3.0,4.0
0.0,1.0,0.0,49.0,49.0,1.0,1.0
-3.0,0.0,-16.0,44.0,44.0,0.0,1.0
2.0,0.0,0.0,33.0,33.0,0.0,1.0
-5.0,0.0,-1.0,46.0,46.0,0.0,1.0
0.0,-4.0,0.0,39.0,39.0,-4.0,1.0
0.0,0.0,9.0,37.0,37.0,0.0,1.0
0.0,0.0,-4.0,73.0,73.0,0.0,1.0
5.0,0.0,4.0,49.0,49.0,0.0,1.0
0.0,0.0,0.0,128.0,128.0,0.0,4.0
4.0,0.0,23.0,25.0,25.0,0.0,1.0
-1.0,108.0,25.0,69.0,69.0,108.0,1.0
-2.0,0.0,19.0,34.0,34.0,0.0,1.0
0.0,0.0,31.0,66.0,66.0,0.0,4.0
1.0,0.0,0.0,34.0,34.0,0.0,4.0
0.0,0.0,4.0,56.0,56.0,0.0,1.0
0.0,0.0,-16.0,46.0,46.0,0.0,1.0
0.0,0.0,-19.0,48.0,48.0,0.0,1.0
0.0,0.0,7.0,30.0,30.0,0.0,1.0
0.0,-2.0,24.0,40.0,40.0,-2.0,1.0
-2.0,0.0,0.0,39.0,39.0,0.0,5.0
0.0,0.0,-23.0,46.0,46.0,0.0,1.0
0.0,-2.0,-7.0,32.0,32.0,-2.0,1.0
0.0,-23.0,-224.0,44.0,44.0,-23.0,4.0
0.0,0.0,26.0,57.0,57.0,0.0,1.0
0.0,-1.0,0.0,44.0,44.0,-1.0,4.0
0.0,0.0,82.0,40.0,40.0,0.0,1.0
1.0,5.0,0.0,55.0,55.0,5.0,1.0
0.0,0.0,-13.0,50.0,50.0,0.0,1.0
4.0,0.0,10.0,37.0,37.0,0.0,4.0
